[['47.8443668, -119.3353696'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.85110969999999, -119.3414859'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8588135, -119.3353916'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8690064, -119.3413198'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8780787, -119.3413056'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8870991, -119.3413606'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8955827, -119.3413632'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9063641, -119.3353929'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9063646, -119.3352928'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9338546, -119.3352293'], ['non-scenic', 3.7027901e-05], ['non-scenic', 6.6961743e-06], ['non-scenic', 1.7727112e-06]]
[['47.9338553, -119.335354'], ['non-scenic', 2.1199545e-05], ['non-scenic', 6.6777166e-06], ['non-scenic', 2.015661e-06]]
[['47.9410746, -119.3416183'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.95009169999999, -119.3415852'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.960333, -119.3352392'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9615109, -119.3338777'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9799668, -119.3537147'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9906391, -119.3216858'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.99507149999999, -119.3216798'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0050727, -119.3353683'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0195027, -119.3353746'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0195027, -119.3353802'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.037945, -119.3313544'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.061929, -119.333479'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.063505, -119.335661'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0760258, -119.3362883'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0840649, -119.335229'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0939598, -119.3348878'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.104116, -119.3385519'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1110908, -119.3396404'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.120905, -119.3358007'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1293227, -119.3386092'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1384339, -119.3423074'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1486144, -119.3337846'], ['mountain', 3.0814605e-05], ['non-scenic', 5.6656031e-06], ['non-scenic', 3.1538516e-06]]
[['48.1547147, -119.3386578'], ['nature and woods', 3.2992535e-05], ['non-scenic', 6.3711236e-06], ['non-scenic', 3.3104529e-06]]
[['48.1653878, -119.337374'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.174841, -119.3356249'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1885242, -119.3366768'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1909797, -119.3320575'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.19436169999999, -119.3256344'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2121506, -119.3546372'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2195156, -119.352909'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2370306, -119.3184569'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.243497, -119.3382924'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2444466, -119.3344159'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2620247, -119.3232609'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2699727, -119.3318439'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2718219, -119.3359753'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2835669, -119.3335515'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2874616, -119.3371794'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.307513, -119.344939'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.309712, -119.3423213'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.32085679999999, -119.339107'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3266814, -119.339546'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.33623859999999, -119.3367773'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3457353, -119.335394'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3540056, -119.3376041'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3679588, -119.3338769'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3696108, -119.3368319'], ['non-scenic', 0.00014047045], ['nature and woods', 5.7691854e-05], ['non-scenic', 3.5778528e-05]]
[['48.393109, -119.3366882'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4030591, -119.3290171'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4040489, -119.3292749'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4242939, -119.335718'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.42596109999999, -119.3331736'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4363086, -119.3342669'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4444339, -119.3375444'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.44572789999999, -119.338099'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4654521, -119.3382652'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4720938, -119.3322643'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4782874, -119.329578'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.48958289999999, -119.3266256'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4996988, -119.3353815'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.50793849999999, -119.3350987'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
