[['47.4668752, -119.2135544'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6574189, -119.2228385'], ['fields', 2.4369709e-05], ['non-scenic', 3.0714032e-06], ['non-scenic', 1.4563226e-06]]
[['47.671093, -119.2348877'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6801347, -119.2347754'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.68910109999999, -119.2346799'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6991863, -119.2257239'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.70843000000001, -119.2333437'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.71368649999999, -119.22574'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.726289, -119.2196708'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.728255, -119.2185372'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7446047, -119.2286784'], ['nature and woods', 7.1844399e-05], ['non-scenic', 1.8476587e-05], ['non-scenic', 5.4160441e-06]]
[['47.7527921, -119.2252024'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.75549789999999, -119.2238451'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7651518, -119.2124698'], ['mountain', 0.00022584101], ['non-scenic', 1.0783341e-06], ['non-scenic', 9.3647787e-07]]
[['47.7721066, -119.2067933'], ['mountain', 0.00013190669], ['non-scenic', 2.2016366e-06], ['non-scenic', 1.7762604e-06]]
[['47.800652, -119.228555'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8061242, -119.2284743'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8151225, -119.2282082'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8240768, -119.2229156'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8301744, -119.2202153'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8419676, -119.2260246'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8530858, -119.2326588'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8608735, -119.2276463'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.868742, -119.2243633'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.87975710000001, -119.2263099'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.886344, -119.224232'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.890114, -119.223521'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9112017, -119.2172944'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.91438369999999, -119.2257366'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9168299, -119.2319232'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9170183, -119.2323461'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9602404, -119.2380792'], ['non-scenic', 4.6983267e-05], ['non-scenic', 1.0972733e-05], ['non-scenic', 2.7196138e-06]]
[['47.9616497, -119.2331842'], ['non-scenic', 4.2713247e-05], ['non-scenic', 9.0948424e-06], ['non-scenic', 4.4737903e-06]]
[['47.9630624, -119.2282807'], ['non-scenic', 0.00011220785], ['non-scenic', 1.0963138e-05], ['non-scenic', 6.6363064e-06]]
[['47.9644651, -119.2234054'], ['non-scenic', 1.6971169e-05], ['non-scenic', 5.9315034e-06], ['non-scenic', 4.5214279e-06]]
[['47.9795953, -119.2128602'], ['non-scenic', 1.9007517e-05], ['non-scenic', 1.5367417e-05], ['non-scenic', 5.8699352e-06]]
[['47.98608429999999, -119.2128282'], ['non-scenic', 2.3284929e-05], ['non-scenic', 6.1531268e-06], ['non-scenic', 4.0860045e-06]]
[['47.998515, -119.234287'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.005184, -119.2257277'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0130601, -119.2344425'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.02206, -119.234487'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0310258, -119.2344297'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0400605, -119.2345298'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0488148, -119.2257237'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.058391, -119.2250882'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0589721, -119.2257261'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.08355330000001, -119.2192517'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0854758, -119.2209919'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0940865, -119.2256968'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0995891, -119.2237918'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1163594, -119.2283888'], ['non-scenic', 7.1257593e-05], ['non-scenic', 8.896207e-06], ['non-scenic', 2.4950441e-06]]
[['48.1187303, -119.2239939'], ['sightseeing', 4.1117488e-05], ['non-scenic', 1.4811942e-05], ['non-scenic', 9.2770842e-06]]
[['48.1283111, -119.2257037'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.139095, -119.2257328'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1477235, -119.2351377'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1557108, -119.2258093'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1652958, -119.2274366'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1741428, -119.2259272'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1843171, -119.2250044'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.19324109999999, -119.2251699'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2026508, -119.2275179'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.209233, -119.2245833'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2135139, -119.2377886'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.231251, -119.2358269'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2420026, -119.2343685'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2471603, -119.2258381'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2587582, -119.2162892'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2645012, -119.2168946'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2787646, -119.2279368'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2831068, -119.2243155'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2974959, -119.2302761'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3014703, -119.2277141'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3102393, -119.2259971'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3186732, -119.2243067'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.326244, -119.2209936'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3369406, -119.2179919'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3447387, -119.2216285'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.354329, -119.2283665'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.36294609999999, -119.2263223'], ['non-scenic', 0.00043735339], ['non-scenic', 8.097203e-05], ['nature and woods', 1.3838527e-05]]
[['48.373783, -119.2258729'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3824713, -119.2232279'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3910327, -119.2251561'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.39897089999999, -119.2239059'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4121293, -119.2340213'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4216418, -119.2346392'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4270793, -119.233413'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.430674, -119.2364104'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.43228879999999, -119.2383868'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4744304, -119.2255962'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4802126, -119.2279653'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4905879, -119.2237068'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4988613, -119.2265962'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5081545, -119.2249197'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5173356, -119.2335179'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5214328, -119.2340242'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5347848, -119.2144164'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5473686, -119.225466'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5528218, -119.2268657'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5538257, -119.2288307'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5752185, -119.2278143'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5804748, -119.2261483'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5902111, -119.2277943'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5967447, -119.2200942'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6061015, -119.2184681'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6157165, -119.2260245'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.62292189999999, -119.229524'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.63445979999999, -119.226702'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6440879, -119.2263574'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6488588, -119.2202395'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6652621, -119.2343523'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.669956, -119.2257249'], ['non-scenic', 0.00027766969], ['non-scenic', 7.5255148e-06], ['non-scenic', 3.0271244e-06]]
[['48.6790771, -119.2260568'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.68630719999999, -119.2304341'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6960132, -119.2238899'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7010061, -119.2176637'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.718606, -119.224753'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7246092, -119.2312572'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7344787, -119.2214792'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7391169, -119.2244422'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7466465, -119.2296522'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7616929, -119.2230969'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.76872350000001, -119.227977'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.775433, -119.2308722'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.791776, -119.2233919'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7965002, -119.2254619'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8006105, -119.2214257'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8214621, -119.2258276'], ['nature and woods', 4.5058874e-05], ['nature and woods', 2.3483994e-05], ['non-scenic', 7.9988667e-06]]
[['48.8214628, -119.2257019'], ['nature and woods', 4.5058874e-05], ['nature and woods', 2.3483994e-05], ['non-scenic', 7.9988667e-06]]
[['48.8286478, -119.2278859'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8415237, -119.2266983'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8466984, -119.2221394'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8591267, -119.2148844'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8670975, -119.2168767'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8823714, -119.2216259'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8860021, -119.2258363'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8920827, -119.2321253'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9064577, -119.230969'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9108757, -119.2248409'], ['non-scenic', 6.6838722e-05], ['non-scenic', 2.9054449e-05], ['non-scenic', 1.6468221e-05]]
[['48.92565, -119.235241'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9353103, -119.2315187'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.93904939999999, -119.2312544'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9504606, -119.2280307'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2135293, -119.2113725'], ['fields', 0.00038371867], ['non-scenic', 0.00028243862], ['non-scenic', 0.00027936173]]
[['46.2227325, -119.2122468'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.231276, -119.2120253'], ['non-scenic', 0.00018561051], ['non-scenic', 0.00012644612], ['non-scenic', 7.2399409e-05]]
[['46.2367555, -119.2137466'], ['non-scenic', 0.00010249549], ['non-scenic', 7.7158482e-05], ['non-scenic', 2.0928761e-05]]
[['46.24907690000001, -119.2117459'], ['non-scenic', 0.00013763475], ['non-scenic', 9.1400769e-05], ['non-scenic', 4.9059112e-05]]
[['46.2580704, -119.2115464'], ['non-scenic', 0.0011134725], ['non-scenic', 0.00034547981], ['non-scenic', 7.8970152e-05]]
[['46.2670715, -119.2117782'], ['non-scenic', 0.0012405642], ['non-scenic', 0.00078542903], ['non-scenic', 0.00037664833]]
[['46.2760781, -119.21196'], ['non-scenic', 0.00040154747], ['non-scenic', 8.4832223e-05], ['non-scenic', 3.9825252e-05]]
[['46.2849311, -119.2114996'], ['non-scenic', 0.0010346884], ['non-scenic', 0.00053308904], ['non-scenic', 0.00052618794]]
[['46.2939981, -119.2206636'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.300182, -119.2120278'], ['nature and woods', 5.3893171e-05], ['fields', 6.9893595e-06], ['fields', 1.4841983e-06]]
[['46.3136217, -119.2090685'], ['fields', 5.2836192e-05], ['non-scenic', 4.2981053e-05], ['fields', 1.6245978e-05]]
[['46.3211686, -119.2122675'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3300208, -119.2116988'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.334667, -119.210152'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3479439, -119.1982465'], ['non-scenic', 5.3219945e-05], ['non-scenic', 8.9208397e-06], ['fields', 4.9042142e-06]]
[['46.3581604, -119.2120127'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3631274, -119.2073193'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3750785, -119.2120375'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3832677, -119.2083705'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3961123, -119.2161649'], ['fields', 2.6319991e-05], ['fields', 5.155689e-06], ['fields', 1.2683624e-06]]
[['46.4003763, -119.2096651'], ['non-scenic', 0.00012847333], ['fields', 4.4838343e-05], ['non-scenic', 5.620343e-06]]
[['46.4073754, -119.2165604'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4163764, -119.2120982'], ['nature and woods', 6.4655636e-05], ['fields', 5.1832656e-05], ['nature and woods', 1.4599884e-05]]
[['46.42735099999999, -119.2102456'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.43813369999999, -119.2171631'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.44524510000001, -119.2120207'], ['fields', 7.7564182e-05], ['nature and woods', 6.9817077e-05], ['fields', 2.5738258e-05]]
[['46.456133, -119.2165852'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4650565, -119.2166045'], ['fields', 3.6332789e-05], ['fields', 5.7618236e-06], ['fields', 2.5437562e-06]]
[['46.4740909, -119.2166899'], ['non-scenic', 1.3801402e-05], ['non-scenic', 7.1413956e-06], ['fields', 5.1553917e-07]]
[['46.4831155, -119.2165656'], ['non-scenic', 0.00020239146], ['fields', 8.8948087e-05], ['non-scenic', 2.2755299e-05]]
[['46.4908685, -119.2120321'], ['water', 0.00015589643], ['fields', 1.5498006e-05], ['non-scenic', 5.5420187e-06]]
[['46.5002572, -119.2116942'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.50388299999999, -119.21346'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5182198, -119.211727'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5304385, -119.2119897'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.534215, -119.219357'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5449754, -119.2095227'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5592108, -119.218752'], ['non-scenic', 0.00012944426], ['non-scenic', 5.6872173e-05], ['non-scenic', 1.7681657e-05]]
[['46.5622704, -119.2119778'], ['fields', 0.0027828889], ['non-scenic', 3.8938611e-05], ['fields', 1.0338781e-05]]
[['46.5763855, -119.2119069'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5820702, -119.2183629'], ['fields', 5.9995742e-05], ['non-scenic', 2.482273e-05], ['fields', 1.4255984e-05]]
[['46.5912209, -119.2120156'], ['fields', 2.5930285e-05], ['fields', 2.3479395e-05], ['fields', 1.0319173e-05]]
[['46.6000844, -119.2185321'], ['non-scenic', 7.4698772e-05], ['fields', 3.0692543e-05], ['non-scenic', 7.6987644e-06]]
[['46.6090727, -119.2080766'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6201406, -119.211991'], ['non-scenic', 0.00010917599], ['fields', 2.2429133e-05], ['fields', 3.1613231e-06]]
[['46.62707109999999, -119.2185403'], ['fields', 0.00023592064], ['fields', 2.6637257e-05], ['fields', 6.3934526e-06]]
[['46.63481669999999, -119.219135'], ['nature and woods', 6.7495785e-05], ['fields', 7.5295093e-06], ['nature and woods', 1.1932088e-06]]
