[['46.429448, -118.8951407'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.429463, -118.8956731'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.429478, -118.8962054'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.429493, -118.8967378'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4434245, -118.9009347'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4454494, -118.8969779'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4513194, -118.8874792'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4578952, -118.9098629'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4795339, -118.9081864'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4844385, -118.9011741'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4869369, -118.8956639'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5022522, -118.8967209'], ['non-scenic', 1.2781335e-05], ['fields', 6.1125156e-06], ['non-scenic', 2.712771e-06]]
[['46.5140106, -118.9003588'], ['fields', 1.2165866e-05], ['non-scenic', 8.4185049e-06], ['fields', 3.5678104e-06]]
[['46.5173983, -118.8935411'], ['fields', 1.4720951e-05], ['fields', 8.7185508e-06], ['nature and woods', 7.8221765e-06]]
[['46.5266563, -118.8867451'], ['nature and woods', 4.4235927e-05], ['nature and woods', 4.6863156e-06], ['non-scenic', 2.4337771e-06]]
[['46.5336138, -118.8844106'], ['nature and woods', 4.8993064e-05], ['nature and woods', 1.1261369e-06], ['nature and woods', 5.6985954e-07]]
[['46.5413303, -118.8798343'], ['nature and woods', 7.8764479e-06], ['non-scenic', 1.6510252e-06], ['non-scenic', 1.1241031e-06]]
[['46.562641, -118.8890016'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
