[['46.7153177, -123.1085547'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7283959, -123.1124958'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7352078, -123.1119458'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.743812, -123.1045944'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.753028, -123.0983423'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7626389, -123.1046528'], ['non-scenic', 1.2327971e-05], ['nature and woods', 8.1819635e-06], ['nature and woods', 1.1402475e-06]]
[['46.7741891, -123.1083181'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7781662, -123.1046037'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7921024, -123.1034213'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7984033, -123.1044504'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.80732099999999, -123.1047359'], ['non-scenic', 1.5620273e-05], ['non-scenic', 8.6523969e-06], ['nature and woods', 5.3550207e-06]]
[['46.8145272, -123.1047137'], ['nature and woods', 0.00088856538], ['fields', 0.00023089563], ['fields', 2.4004854e-05]]
[['46.82541579999999, -123.1047386'], ['non-scenic', 7.5888718e-05], ['non-scenic', 7.3845167e-06], ['non-scenic', 7.019898e-06]]
[['46.8326703, -123.1047621'], ['non-scenic', 0.0012011213], ['nature and woods', 4.255613e-05], ['nature and woods', 3.1270254e-05]]
[['46.8403462, -123.1021897'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8529967, -123.1035398'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8537551, -123.105623'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8736846, -123.1014219'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8770274, -123.1064454'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8959161, -123.1045585'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.89595509999999, -123.1049987'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
