[['47.017854, -120.7407898'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0508928, -120.7167336'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0552166, -120.7207954'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.060617, -120.7260429'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0697483, -120.733599'], ['non-scenic', 1.6790656e-05], ['nature and woods', 1.6457892e-05], ['fields', 1.5080409e-05]]
[['47.0771308, -120.7351082'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0835871, -120.7361884'], ['sightseeing', 0.0065909196], ['non-scenic', 0.00059456145], ['nature and woods', 0.00010783457]]
[['47.0917605, -120.7423927'], ['non-scenic', 2.9577915e-05], ['fields', 2.7385053e-05], ['non-scenic', 1.100262e-05]]
[['47.10507399999999, -120.7221549'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1157134, -120.7259703'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1246313, -120.7342372'], ['nature and woods', 0.00027472113], ['non-scenic', 1.9067013e-05], ['non-scenic', 1.6251826e-06]]
[['47.1278508, -120.7305734'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1392991, -120.7469275'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1521469, -120.7174306'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1595508, -120.7489315'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
