[['48.6838354, -120.409813'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2149141, -120.3951893'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2218199, -120.4046397'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2242229, -120.4087874'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2400721, -120.4189063'], ['non-scenic', 0.00034418813], ['non-scenic', 1.6633663e-05], ['non-scenic', 1.0339601e-05]]
[['46.2547703, -120.4088341'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2562051, -120.4054876'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.266949, -120.4040952'], ['fields', 0.0001591935], ['non-scenic', 1.7629465e-05], ['non-scenic', 8.3873647e-06]]
[['46.27388060000001, -120.4007454'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2765972, -120.3968053'], ['nature and woods', 1.2330071e-05], ['non-scenic', 9.9473191e-06], ['non-scenic', 1.3539925e-06]]
[['46.2978397, -120.3982414'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3034621, -120.4044451'], ['fields', 1.4253298e-05], ['non-scenic', 1.0070916e-05], ['non-scenic', 5.6101794e-06]]
[['46.3035738, -120.4058075'], ['non-scenic', 1.7150423e-05], ['non-scenic', 9.9915942e-06], ['fields', 7.5125313e-06]]
[['46.3242967, -120.4044876'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3317181, -120.4044919'], ['fields', 3.6490252e-05], ['non-scenic', 3.6441452e-05], ['non-scenic', 3.3042848e-05]]
[['46.33904, -120.3969711'], ['fields', 0.0004728637], ['fields', 2.4242465e-05], ['nature and woods', 1.1378937e-05]]
[['46.3461659, -120.4045262'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3608571, -120.4044478'], ['fields', 2.3976661e-05], ['fields', 4.0133861e-07], ['fields', 3.7424431e-07]]
[['46.36085809999999, -120.4045857'], ['fields', 2.6029393e-05], ['fields', 6.7169464e-07], ['fields', 5.1002678e-07]]
[['46.3753849, -120.4044972'], ['non-scenic', 3.8479429e-05], ['fields', 1.1091819e-05], ['fields', 7.6417415e-08]]
[['46.3841122, -120.3967877'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.38992210000001, -120.4045253'], ['non-scenic', 0.00011059406], ['nature and woods', 8.3650681e-05], ['non-scenic', 2.7362448e-05]]
[['46.4043863, -120.4044983'], ['non-scenic', 0.00061821018], ['non-scenic', 3.0903928e-05], ['fields', 1.2684036e-06]]
[['46.4110754, -120.3964908'], ['non-scenic', 0.00014990273], ['non-scenic', 1.9004736e-05], ['fields', 8.6608097e-06]]
[['46.4188296, -120.4045084'], ['fields', 4.8925776e-06], ['fields', 3.3146575e-06], ['fields', 2.1106584e-06]]
[['46.4263195, -120.4087596'], ['non-scenic', 1.5825357e-05], ['non-scenic', 1.0782114e-05], ['non-scenic', 7.2196208e-06]]
[['46.4391094, -120.4030733'], ['non-scenic', 9.5601608e-05], ['non-scenic', 7.8102908e-05], ['non-scenic', 5.0589901e-05]]
[['46.447748, -120.4045048'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4560656, -120.4015675'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.46316220000001, -120.4021141'], ['non-scenic', 7.5454795e-05], ['non-scenic', 1.2376966e-05], ['non-scenic', 7.2497533e-06]]
[['46.4755351, -120.4017846'], ['non-scenic', 1.120353e-05], ['non-scenic', 1.1081762e-05], ['nature and woods', 4.8702482e-06]]
[['46.4832932, -120.4056715'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4929843, -120.405916'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.50510060000001, -120.3995414'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5107048, -120.4018532'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5190686, -120.4047628'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5293781, -120.405929'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5376848, -120.4041156'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.546078, -120.4041142'], ['fields', 4.895719e-06], ['fields', 3.5022063e-06], ['fields', 9.6120425e-07]]
[['46.5550745, -120.4040078'], ['non-scenic', 0.00072834227], ['non-scenic', 6.2949162e-05], ['non-scenic', 8.5854044e-06]]
[['46.5640843, -120.4037473'], ['non-scenic', 7.9911471e-05], ['non-scenic', 2.651017e-05], ['non-scenic', 1.9338222e-05]]
[['46.5730837, -120.4038658'], ['non-scenic', 7.2506446e-05], ['non-scenic', 3.034805e-05], ['non-scenic', 2.2636821e-05]]
[['46.5820855, -120.4039655'], ['non-scenic', 0.00032571066], ['non-scenic', 0.00028562007], ['non-scenic', 3.237947e-05]]
[['46.5911055, -120.404456'], ['non-scenic', 4.389877e-05], ['fields', 2.2204676e-05], ['non-scenic', 1.1676594e-05]]
[['46.600072, -120.404029'], ['non-scenic', 0.00019577412], ['non-scenic', 2.8050927e-05], ['non-scenic', 6.4796445e-06]]
[['46.6089403, -120.4044104'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6185434, -120.4045461'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6271712, -120.4047047'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6370334, -120.4063979'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.644707, -120.4045533'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6541314, -120.4045141'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6639326, -120.406835'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
