[['48.19827919999999, -119.4464179'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8319655, -119.434124'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.84166320000001, -119.4348104'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.85005049999999, -119.4348434'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8605785, -119.4381778'], ['mountain', 0.00053243584], ['non-scenic', 1.8010356e-05], ['non-scenic', 1.6830982e-05]]
[['48.8686977, -119.4418725'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.87839, -119.4439189'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8860728, -119.4452372'], ['mountain', 3.1715754e-05], ['non-scenic', 1.2455726e-05], ['non-scenic', 8.4057883e-06]]
[['48.8950803, -119.4452541'], ['nature and woods', 0.0044723726], ['non-scenic', 5.1180741e-05], ['nature and woods', 2.2010639e-05]]
[['48.9049607, -119.4450249'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9134948, -119.4459293'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9219716, -119.4443634'], ['non-scenic', 0.00020706211], ['mountain', 0.0001447368], ['non-scenic', 4.9461858e-05]]
[['48.9310766, -119.4453948'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9398722, -119.4438971'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9489495, -119.4431234'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2132685, -119.4329574'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.221336, -119.4363238'], ['nature and woods', 4.8244827e-05], ['non-scenic', 1.3461512e-05], ['non-scenic', 2.50474e-06]]
[['46.2335568, -119.4302513'], ['non-scenic', 2.1983706e-05], ['mountain', 2.0653533e-05], ['non-scenic', 4.2975262e-06]]
[['46.2341566, -119.433502'], ['nature and woods', 0.00018215668], ['non-scenic', 9.6289641e-06], ['non-scenic', 5.9728459e-06]]
[['46.2580468, -119.4337371'], ['water', 6.1043749e-05], ['non-scenic', 3.1346081e-05], ['non-scenic', 2.1590422e-05]]
[['46.2583498, -119.4314007'], ['non-scenic', 5.0574268e-05], ['non-scenic', 2.7706135e-05], ['non-scenic', 8.3288433e-06]]
[['46.2675378, -119.4364887'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2753659, -119.4314694'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2863729, -119.4312949'], ['non-scenic', 0.0010271101], ['fields', 0.00010255853], ['non-scenic', 2.7761829e-05]]
[['46.2967822, -119.4272803'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3004725, -119.4305841'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3110087, -119.4297'], ['nature and woods', 2.268384e-05], ['non-scenic', 4.9610044e-06], ['non-scenic', 1.7019329e-06]]
[['46.31447499999999, -119.440487'], ['fields', 0.00030895759], ['non-scenic', 0.00020932873], ['non-scenic', 0.00017776388]]
[['46.3153511, -119.442144'], ['non-scenic', 0.00064887037], ['non-scenic', 0.00016367319], ['non-scenic', 4.8480404e-05]]
[['46.3383806, -119.4014148'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3564354, -119.4533303'], ['nature and woods', 4.7304016e-05], ['non-scenic', 2.2321434e-05], ['non-scenic', 5.0060048e-06]]
[['46.3650469, -119.4418387'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3751322, -119.4314899'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3821623, -119.4309277'], ['non-scenic', 1.4528846e-05], ['non-scenic', 1.2633034e-05], ['nature and woods', 3.133998e-06]]
[['46.3903279, -119.4353948'], ['non-scenic', 3.5876899e-05], ['non-scenic', 3.0516376e-05], ['non-scenic', 4.8500992e-06]]
[['46.3980553, -119.4423178'], ['non-scenic', 4.6237583e-05], ['non-scenic', 4.7914577e-06], ['fields', 1.0534221e-06]]
[['46.4050586, -119.4477101'], ['non-scenic', 2.0566171e-05], ['non-scenic', 7.7726118e-06], ['non-scenic', 5.1052311e-06]]
[['46.4092257, -119.4513329'], ['non-scenic', 2.1301312e-05], ['non-scenic', 1.1031833e-05], ['non-scenic', 4.801173e-06]]
[['46.4265206, -119.4033594'], ['non-scenic', 2.0141364e-05], ['non-scenic', 1.8154638e-05], ['non-scenic', 5.6819586e-06]]
[['46.4354871, -119.4016335'], ['fields', 1.6911681e-05], ['fields', 3.3194597e-06], ['non-scenic', 3.0308174e-06]]
[['46.4548311, -119.4056566'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4940892, -119.408682'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.497457, -119.4149253'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5009002, -119.4213174'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.504309, -119.4276387'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5077351, -119.4339836'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5111576, -119.4403361'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5145767, -119.4466845'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5180184, -119.4530773'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5771914, -119.431365'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5771914, -119.4313537'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5771914, -119.4313424'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5771914, -119.4313311'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5772753, -119.4313269'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.59540759999999, -119.4224975'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.613384, -119.4369921'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6198333, -119.4287663'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6243962, -119.4352994'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6288607, -119.441972'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6492975, -119.4389738'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6541104, -119.4387622'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6590405, -119.4388206'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6772467, -119.435796'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6799984, -119.4305135'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6906944, -119.4213265'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6996243, -119.422497'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7083865, -119.4235689'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7173762, -119.424342'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7238036, -119.4243516'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7383607, -119.4313408'], ['nature and woods', 7.2793523e-06], ['non-scenic', 2.0603084e-06], ['non-scenic', 1.8452928e-06]]
[['46.7445077, -119.4300977'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7505369, -119.4273424'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.76525669999999, -119.4309154'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7653219, -119.4319912'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.765332, -119.4323136'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7855408, -119.4635264'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8119503, -119.4254049'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8125824, -119.4343518'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.81312699999999, -119.4310428'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8131285, -119.4310089'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8381334, -119.4321804'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.84307829999999, -119.4321884'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.84825559999999, -119.4348304'], ['non-scenic', 2.4565836e-05], ['fields', 7.9506872e-06], ['non-scenic', 4.0242753e-06]]
[['46.8725397, -119.4316495'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.872543, -119.4313955'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8780204, -119.4324227'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8921225, -119.4375301'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.89759369999999, -119.4313212'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9060764, -119.4319377'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9150674, -119.4306533'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9240518, -119.4302967'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9283794, -119.4320011'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9421052, -119.4295871'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9510662, -119.4294172'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.960063, -119.4292661'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9690655, -119.4291539'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9780564, -119.4290269'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9870526, -119.4288305'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9948772, -119.4248536'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0567204, -119.4258694'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0567234, -119.4258878'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0567479, -119.4260398'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0591749, -119.4311729'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0679572, -119.4332091'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0771402, -119.4316657'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.08605550000001, -119.4282246'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0950698, -119.428117'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1041469, -119.4313259'], ['water', 0.0010402743], ['non-scenic', 1.659148e-06], ['non-scenic', 1.4682037e-06]]
[['47.1130429, -119.4278581'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1176447, -119.4314245'], ['non-scenic', 0.00015331781], ['fields', 0.00010186341], ['fields', 5.9883123e-06]]
[['47.1322011, -119.4312994'], ['non-scenic', 6.3708147e-05], ['fields', 1.8005447e-05], ['non-scenic', 4.2996217e-06]]
[['47.1467745, -119.4310702'], ['non-scenic', 6.6528788e-05], ['nature and woods', 2.6646338e-05], ['non-scenic', 8.375865e-06]]
[['47.1467806, -119.4314137'], ['fields', 4.315584e-05], ['non-scenic', 8.4746625e-06], ['non-scenic', 1.82282e-06]]
[['47.153562, -119.4272391'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.16150580000001, -119.4382634'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1729526, -119.449704'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1897712, -119.4172183'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1978786, -119.4251325'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2033735, -119.4261658'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2124373, -119.4257836'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2212445, -119.4236979'], ['non-scenic', 0.00056503143], ['nature and woods', 0.00013586122], ['nature and woods', 9.3360963e-05]]
[['47.23192479999999, -119.4274618'], ['non-scenic', 2.3384893e-05], ['nature and woods', 2.3200317e-05], ['non-scenic', 1.2163943e-05]]
[['47.2396786, -119.4302336'], ['non-scenic', 1.9263824e-05], ['non-scenic', 1.0819397e-05], ['fields', 9.7493257e-06]]
[['47.25073039999999, -119.4313772'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2569795, -119.4263274'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2659718, -119.4259385'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2750767, -119.4266277'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.28406529999999, -119.4265785'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2926706, -119.426708'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3020732, -119.4264709'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3110732, -119.426447'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3201044, -119.4264918'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.32602439999999, -119.4313775'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3381047, -119.4371732'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3471043, -119.4370876'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3583749, -119.4350669'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3650659, -119.4372003'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3783906, -119.425821'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3836429, -119.4313235'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3940445, -119.4323359'], ['non-scenic', 3.9415729e-05], ['non-scenic', 1.3772485e-05], ['non-scenic', 8.9257846e-06]]
[['47.3954022, -119.4331148'], ['sightseeing', 0.0010966344], ['non-scenic', 9.1205788e-05], ['nature and woods', 9.9399704e-06]]
[['47.3978893, -119.4224885'], ['non-scenic', 5.3455049e-05], ['non-scenic', 1.999153e-05], ['non-scenic', 1.7213126e-05]]
