[['48.6521269, -117.9329583'], ['mountain', 3.1735675e-05], ['nature and woods', 2.9545303e-05], ['nature and woods', 2.1660055e-05]]
[['48.7427179, -117.8411984'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.74272089999999, -117.8412962'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7504168, -117.8399732'], ['nature and woods', 4.728658e-05], ['nature and woods', 8.0419595e-06], ['nature and woods', 1.7799446e-06]]
[['48.7587353, -117.833745'], ['nature and woods', 6.5600798e-06], ['nature and woods', 2.6321061e-06], ['nature and woods', 1.0828145e-06]]
[['48.7719853, -117.8414751'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.772918, -117.8410508'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7872998, -117.8490655'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7981917, -117.8416906'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.80166579999999, -117.8362789'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.803459, -117.832907'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8326053, -117.8360034'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8461369, -117.8312562'], ['nature and woods', 8.0562704e-06], ['nature and woods', 2.533661e-06], ['nature and woods', 1.0010646e-06]]
[['48.851733, -117.8402044'], ['nature and woods', 1.1855553e-05], ['nature and woods', 3.3944923e-06], ['nature and woods', 1.4706127e-06]]
[['48.8563552, -117.842325'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8697536, -117.8430179'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8763234, -117.8390512'], ['nature and woods', 4.3086179e-06], ['nature and woods', 1.4742162e-06], ['nature and woods', 3.5215268e-07]]
[['48.8861521, -117.8418246'], ['nature and woods', 1.7586077e-05], ['nature and woods', 1.124613e-06], ['nature and woods', 5.511331e-07]]
[['48.89234219999999, -117.8385744'], ['mountain', 0.0095734121], ['nature and woods', 6.7843313e-05], ['nature and woods', 1.2092158e-05]]
[['48.90164430000001, -117.854736'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9142064, -117.8545484'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9262766, -117.8383494'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.93225409999999, -117.8383886'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9400272, -117.8412387'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.94926599999999, -117.8413376'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.221014, -117.8208411'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2230143, -117.8270542'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2273754, -117.8351723'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2302259, -117.8403338'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2586387, -117.8275459'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2586394, -117.8275557'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2617445, -117.8323778'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2636713, -117.8373804'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2949584, -117.8277391'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2949589, -117.8276444'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3002452, -117.8304858'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.312482, -117.8251716'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.317988, -117.8336784'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3325774, -117.827266'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3393544, -117.8277426'], ['nature and woods', 5.9021077e-05], ['non-scenic', 5.5383793e-05], ['non-scenic', 2.2936485e-05]]
[['46.3435771, -117.8178299'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.37071539999999, -117.8323403'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3757544, -117.829956'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.38321, -117.827585'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.390479, -117.8229101'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4029171, -117.8273128'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4108318, -117.8229593'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4184981, -117.8271443'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4302473, -117.8265309'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4379599, -117.8262903'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4461132, -117.8241129'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4581622, -117.8254036'], ['non-scenic', 1.840305e-05], ['nature and woods', 1.4689163e-05], ['nature and woods', 3.5999951e-06]]
[['46.4653008, -117.8231819'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4751135, -117.8240478'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4830493, -117.8220461'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4920891, -117.8276266'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5011185, -117.8217837'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5125197, -117.8235703'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5186382, -117.8254596'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5288341, -117.8270987'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.53250130000001, -117.8231125'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5331909, -117.8211107'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.567311, -117.8199812'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5684331, -117.8248172'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5693947, -117.8282853'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5874398, -117.8165077'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5943731, -117.8212303'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6001071, -117.8276192'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.610774, -117.8231948'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6376266, -117.8115051'], ['non-scenic', 6.0459155e-05], ['non-scenic', 2.6463314e-05], ['non-scenic', 1.480015e-05]]
[['46.6413021, -117.8104581'], ['non-scenic', 0.00082998857], ['non-scenic', 3.3489741e-05], ['non-scenic', 1.0392122e-05]]
[['46.64837869999999, -117.8083865'], ['mountain', 0.00011240254], ['non-scenic', 5.6530107e-06], ['non-scenic', 3.1429877e-06]]
[['46.6683829, -117.8392213'], ['fields', 0.00033726933], ['non-scenic', 1.4482493e-05], ['non-scenic', 8.6085101e-06]]
[['46.6745318, -117.8336294'], ['fields', 4.7192083e-05], ['non-scenic', 1.5287556e-05], ['non-scenic', 1.331814e-05]]
[['46.68115969999999, -117.82783'], ['fields', 1.3880773e-05], ['non-scenic', 4.0141313e-06], ['non-scenic', 2.5532404e-06]]
[['46.690079, -117.8275264'], ['non-scenic', 6.401298e-05], ['non-scenic', 1.3628568e-05], ['non-scenic', 4.6661762e-06]]
[['46.6959082, -117.8221661'], ['fields', 0.00025841795], ['non-scenic', 1.6607382e-05], ['non-scenic', 6.4737796e-06]]
[['46.7016555, -117.8153131'], ['fields', 3.2301366e-05], ['non-scenic', 1.4827197e-05], ['fields', 5.8757128e-06]]
[['46.7320124, -117.8362159'], ['fields', 2.2854067e-05], ['non-scenic', 9.1701368e-06], ['non-scenic', 4.403375e-06]]
[['46.7337782, -117.8315644'], ['fields', 0.00010413273], ['fields', 4.2132568e-05], ['non-scenic', 5.5411961e-06]]
[['46.7348891, -117.8276803'], ['non-scenic', 0.00062849821], ['non-scenic', 4.5996374e-05], ['non-scenic', 1.494475e-05]]
[['46.7440098, -117.8274847'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7533915, -117.831509'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7622861, -117.8332482'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7715482, -117.8298721'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7800907, -117.827334'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7867189, -117.8334305'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.7990507, -117.8312726'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8076102, -117.82806'], ['non-scenic', 0.00013259539], ['non-scenic', 7.7630557e-06], ['fields', 5.5993096e-06]]
[['46.8096462, -117.822552'], ['fields', 1.5277083e-05], ['non-scenic', 1.342537e-05], ['non-scenic', 6.8598915e-06]]
[['46.8357805, -117.8395344'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8385824, -117.835015'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8434739, -117.8301394'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8522537, -117.8318901'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8580934, -117.8236924'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8589108, -117.8218589'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.885267, -117.8359419'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8899176, -117.8323643'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8942282, -117.8264824'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9044409, -117.8271374'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9155676, -117.8276424'], ['sightseeing', 0.0005212301], ['non-scenic', 0.00020501495], ['fields', 4.0741485e-05]]
[['46.9175009, -117.8302027'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9472469, -117.8261762'], ['fields', 3.8883358e-05], ['non-scenic', 1.6099704e-05], ['fields', 9.2947002e-06]]
[['46.9472912, -117.8270984'], ['fields', 3.0157853e-05], ['non-scenic', 2.0617057e-05], ['non-scenic', 1.2648271e-05]]
[['46.9473354, -117.8280206'], ['fields', 8.9827627e-05], ['non-scenic', 1.3533598e-05], ['non-scenic', 8.2476499e-06]]
[['46.95915850000001, -117.8304538'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9729946, -117.8200186'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9744976, -117.821009'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9893157, -117.8221218'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0078197, -117.8420703'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0160115, -117.8278875'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0224543, -117.8270887'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0241172, -117.8233057'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0465483, -117.8280048'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0465673, -117.8273977'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0615628, -117.8421229'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0680211, -117.8421442'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0750514, -117.8422056'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0977244, -117.8374845'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0999653, -117.8317679'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.102206, -117.8260509'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1142715, -117.8228335'], ['mountain', 0.00010679854], ['non-scenic', 4.2506672e-05], ['non-scenic', 1.3344819e-05]]
[['47.1223252, -117.8264357'], ['non-scenic', 2.9764587e-05], ['non-scenic', 1.9503883e-05], ['non-scenic', 1.7936791e-05]]
[['47.1310221, -117.8295426'], ['non-scenic', 4.4754259e-05], ['fields', 1.9189634e-05], ['non-scenic', 9.9982308e-06]]
[['47.1400796, -117.8291642'], ['non-scenic', 0.0046354379], ['non-scenic', 9.0986832e-05], ['non-scenic', 2.2916336e-05]]
[['47.1459644, -117.835982'], ['nature and woods', 4.5435529e-05], ['non-scenic', 2.5121359e-05], ['non-scenic', 8.6526343e-06]]
[['47.16350569999999, -117.8185062'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1682956, -117.8259895'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1779687, -117.8277031'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.185826, -117.8312507'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1924564, -117.8290312'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2020255, -117.8340082'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2190333, -117.8295472'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.22059900000001, -117.8264846'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2288296, -117.8315931'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2424472, -117.8350131'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2601626, -117.8276433'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2650879, -117.8339725'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2833001, -117.8284103'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2833368, -117.8275651'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.291926, -117.8273162'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3021178, -117.8286004'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3106618, -117.8243007'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3136242, -117.8217519'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3166999, -117.8166948'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.35496930000001, -117.8243446'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3562053, -117.8270753'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3649114, -117.8294765'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.37403219999999, -117.8273211'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.382653, -117.8282402'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.391768, -117.8266831'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.402932, -117.8309292'], ['fields', 0.0024348393], ['non-scenic', 3.2370346e-05], ['non-scenic', 7.4189807e-06]]
[['47.4085993, -117.8249981'], ['fields', 0.00038786806], ['non-scenic', 0.00010767399], ['non-scenic', 2.5818104e-05]]
[['47.4205208, -117.8275792'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
